Date,Rate,High (est),Low (est)
2012-04-16,1.31031,1.3249,1.2959
2012-04-13,1.31302,0.0,0.0
2012-04-12,1.31037,0.0,0.0
2012-04-11,1.30923,0.0,0.0
2012-04-10,1.3086,1.3233,1.2941
2012-04-09,1.30996,1.3254,1.2947
2012-04-06,1.31327,0.0,0.0
2012-04-05,1.32309,0.0,0.0
2012-04-04,1.3328,1.3477,1.3181
2012-04-03,1.33403,0.0,0.0
2012-04-02,1.33274,0.0,0.0
2012-03-30,1.33103,1.3469,1.3153
2012-03-29,1.33327,1.3488,1.3179
2012-03-28,1.33217,0.0,0.0
2012-03-27,1.3279,1.3443,1.3117
2012-03-26,1.32422,0.0,0.0
2012-03-23,1.3215,1.336,1.3071
2012-03-22,1.32346,1.3383,1.3088
2012-03-21,1.32091,0.0,0.0
2012-03-20,1.31816,1.3329,1.3035
2012-03-19,1.3127,0.0,0.0
2012-03-16,1.30526,0.0,0.0
2012-03-15,1.30839,0.0,0.0
2012-03-14,1.3126,0.0,0.0
2012-03-13,1.31195,0.0,0.0
2012-03-12,1.31525,0.0,0.0
2012-03-09,1.31782,1.3339,1.3019
2012-03-08,1.31483,1.3301,1.2998
2012-03-07,1.31833,1.3334,1.3035
2012-03-06,1.32013,0.0,0.0
2012-03-05,1.32433,1.3405,1.3084
2012-03-02,1.33682,1.3519,1.3219
2012-03-01,1.34352,1.359,1.3282
2012-02-29,1.34306,1.3591,1.3272
2012-02-28,1.34378,1.3587,1.329
2012-02-27,1.33874,0.0,0.0
2012-02-24,1.32659,0.0,0.0
2012-02-23,1.32392,1.3389,1.3091
2012-02-22,1.32376,1.3395,1.3082
2012-02-21,1.32003,1.3355,1.3047
2012-02-20,1.31095,0.0,0.0
2012-02-17,1.30722,1.3227,1.2919
2012-02-16,1.31381,1.3297,1.2982
2012-02-15,1.31859,1.3346,1.3028
2012-02-14,1.32226,1.3386,1.3061
2012-02-13,1.32262,1.3378,1.3076
2012-02-10,1.3269,0.0,0.0
2012-02-09,1.3222,1.3373,1.3073
2012-02-08,1.31316,1.3279,1.2985
2012-02-07,1.31131,1.3265,1.2963
2012-02-06,1.3153,0.0,0.0
2012-02-03,1.31414,1.3289,1.2995
2012-02-02,1.31298,0.0,0.0
2012-02-01,1.31508,0.0,0.0
2012-01-31,1.31776,0.0,0.0
2012-01-30,1.31823,0.0,0.0
2012-01-27,1.30823,0.0,0.0
2012-01-26,1.30134,1.3164,1.2864
2012-01-25,1.29858,0.0,0.0
2012-01-24,1.29409,1.3102,1.2781
2012-01-23,1.29097,0.0,0.0
2012-01-20,1.28524,1.3011,1.2696
2012-01-19,1.27686,0.0,0.0
2012-01-18,1.27038,1.286,1.255
2012-01-17,1.26644,1.2821,1.251
2012-01-16,1.27058,0.0,0.0
2012-01-13,1.27455,1.2899,1.2594
2012-01-12,1.27518,0.0,0.0
2012-01-11,1.27602,1.2905,1.2617
2012-01-10,1.27226,1.2871,1.2576
2012-01-09,1.27714,1.2925,1.2619
2012-01-06,1.29191,1.3074,1.2766
2012-01-05,1.30034,0.0,0.0
2012-01-04,1.29781,0.0,0.0
2012-01-03,1.2946,1.3089,1.2804
2012-01-02,1.29453,1.3094,1.2799
2011-12-30,1.29648,1.311,1.2821
2011-12-29,1.30486,0.0,0.0
2011-12-28,1.30657,0.0,0.0
2011-12-27,1.30546,0.0,0.0
2011-12-26,1.30467,1.3196,1.2899
2011-12-23,1.30682,0.0,0.0
2011-12-22,1.30741,1.3226,1.2924
2011-12-21,1.3035,0.0,0.0
2011-12-20,1.30271,1.3188,1.2868
2011-12-19,1.30263,1.3173,1.2881
2011-12-16,1.30049,1.3166,1.2845
2011-12-15,1.30735,0.0,0.0
2011-12-14,1.32115,0.0,0.0
2011-12-13,1.33248,1.348,1.3171
2011-12-12,1.33843,1.3547,1.3224
2011-12-09,1.33911,1.3558,1.3226
2011-12-08,1.33978,0.0,0.0
2011-12-07,1.34011,1.3564,1.324
2011-12-06,1.34167,0.0,0.0
2011-12-05,1.34207,0.0,0.0
2011-12-02,1.34256,1.3586,1.3267
2011-12-01,1.33524,1.3513,1.3194
2011-11-30,1.33338,1.3499,1.3171
2011-11-29,1.32959,0.0,0.0
2011-11-28,1.32912,0.0,0.0
2011-11-25,1.33879,0.0,0.0
2011-11-24,1.346,0.0,0.0
2011-11-23,1.35043,0.0,0.0
2011-11-22,1.35075,0.0,0.0
2011-11-21,1.35058,1.3656,1.3358
2011-11-18,1.34835,0.0,0.0
2011-11-17,1.35282,0.0,0.0
2011-11-16,1.3625,1.3791,1.3461
2011-11-15,1.3725,1.3894,1.3558
2011-11-14,1.36877,1.3851,1.3526
2011-11-11,1.36247,1.3777,1.3474
2011-11-10,1.37401,1.391,1.3573
2011-11-09,1.37716,0.0,0.0
2011-11-08,1.37719,1.394,1.3606
2011-11-07,1.37712,1.3932,1.3612
2011-11-04,1.37477,0.0,0.0
2011-11-03,1.37477,1.3901,1.3596
2011-11-02,1.38528,1.401,1.3697
2011-11-01,1.40632,1.4225,1.3903
2011-10-31,1.41047,0.0,0.0
2011-10-28,1.39898,1.4147,1.3834
2011-10-27,1.39096,1.4079,1.3742
2011-10-26,1.39045,1.4072,1.3739
2011-10-25,1.38858,1.405,1.3723
2011-10-24,1.38321,0.0,0.0
2011-10-21,1.37607,1.3932,1.3591
2011-10-20,1.37679,1.3929,1.3609
2011-10-19,1.37674,0.0,0.0
2011-10-18,1.38423,1.4015,1.3672
2011-10-17,1.38356,0.0,0.0
2011-10-14,1.37473,1.3912,1.3585
2011-10-13,1.36833,0.0,0.0
2011-10-12,1.35982,1.3766,1.3433
2011-10-11,1.34762,0.0,0.0
2011-10-10,1.33695,1.3525,1.3215
2011-10-07,1.33437,0.0,0.0
2011-10-06,1.32799,0.0,0.0
2011-10-05,1.32527,1.3416,1.3091
2011-10-04,1.33419,0.0,0.0
2011-10-03,1.34619,1.3615,1.3311
2011-09-30,1.35972,0.0,0.0
2011-09-29,1.35822,1.3744,1.3423
2011-09-28,1.35224,1.3672,1.3374
2011-09-27,1.34792,1.364,1.332
2011-09-26,1.35075,1.3664,1.3353
2011-09-23,1.35818,0.0,0.0
2011-09-22,1.36803,1.3846,1.3517
2011-09-21,1.36621,1.3813,1.3513
2011-09-20,1.37119,1.3865,1.3561
2011-09-19,1.37918,0.0,0.0
2011-09-16,1.37518,0.0,0.0
2011-09-15,1.36811,1.3845,1.3519
2011-09-14,1.3644,1.3812,1.3478
2011-09-13,1.36172,1.3779,1.3458
2011-09-12,1.3791,0.0,0.0
2011-09-09,1.40336,1.4188,1.3881
2011-09-08,1.40586,1.4215,1.3904
2011-09-07,1.40928,1.426,1.3928
2011-09-06,1.4158,0.0,0.0
2011-09-05,1.42458,1.4404,1.4089
2011-09-02,1.43561,1.4531,1.4183
2011-09-01,1.44419,0.0,0.0
2011-08-31,1.44835,0.0,0.0
2011-08-30,1.4504,1.4669,1.4341
2011-08-29,1.44657,1.4635,1.4298
2011-08-26,1.4415,0.0,0.0
2011-08-25,1.442,0.0,0.0
2011-08-24,1.44006,0.0,0.0
2011-08-23,1.43884,0.0,0.0
2011-08-22,1.43884,1.4555,1.4223
2011-08-19,1.43928,1.4566,1.4222
2011-08-18,1.44164,0.0,0.0
2011-08-17,1.43849,0.0,0.0
2011-08-16,1.43114,1.4485,1.4139
2011-08-15,1.42322,0.0,0.0
2011-08-12,1.42454,0.0,0.0
2011-08-11,1.42792,1.4449,1.4111
2011-08-10,1.42484,1.4423,1.4076
2011-08-09,1.42883,1.4464,1.4115
2011-08-08,1.42849,1.4463,1.4109
2011-08-05,1.42483,1.4421,1.4078
2011-08-04,1.42448,1.4405,1.4086
2011-08-03,1.4275,0.0,0.0
2011-08-02,1.4367,0.0,0.0
2011-08-01,1.43739,1.4553,1.4197
2011-07-29,1.43777,1.4554,1.4204
2011-07-28,1.44611,1.4637,1.4288
2011-07-27,1.44294,0.0,0.0
2011-07-26,1.43686,0.0,0.0
2011-07-25,1.43309,0.0,0.0
2011-07-22,1.42448,0.0,0.0
2011-07-21,1.41702,1.4335,1.4007
2011-07-20,1.41153,0.0,0.0
2011-07-19,1.41036,1.4264,1.3945
2011-07-18,1.41733,0.0,0.0
2011-07-15,1.41476,1.4313,1.3985
2011-07-14,1.40306,1.4203,1.3861
2011-07-13,1.4035,0.0,0.0
2011-07-12,1.41769,0.0,0.0
2011-07-11,1.42813,1.4446,1.4118
2011-07-08,1.4343,1.4508,1.4179
2011-07-07,1.44147,1.4588,1.4243
2011-07-06,1.45029,0.0,0.0
2011-07-05,1.45318,1.4713,1.4353
2011-07-04,1.45118,1.4677,1.4349
2011-07-01,1.44502,0.0,0.0
2011-06-30,1.43621,1.453,1.4196
2011-06-29,1.4269,1.4437,1.4103
2011-06-28,1.4192,0.0,0.0
2011-06-27,1.42133,1.437,1.4058
2011-06-24,1.43026,1.4467,1.414
2011-06-23,1.43769,1.4539,1.4217
2011-06-22,1.43233,0.0,0.0
2011-06-21,1.42811,1.4456,1.4108
2011-06-20,1.42518,1.443,1.4076
2011-06-17,1.42177,1.4384,1.4053
2011-06-16,1.43738,0.0,0.0
2011-06-15,1.44114,1.458,1.4245
2011-06-14,1.43553,0.0,0.0
2011-06-13,1.44315,1.4598,1.4267
2011-06-10,1.46011,1.477,1.4434
2011-06-09,1.46386,0.0,0.0
2011-06-08,1.46319,1.4809,1.4457
2011-06-07,1.46258,1.4792,1.4461
2011-06-06,1.45476,0.0,0.0
2011-06-03,1.44094,0.0,0.0
2011-06-02,1.43977,1.4561,1.4237
2011-06-01,1.43432,1.4516,1.4173
2011-05-31,1.42968,0.0,0.0
2011-05-30,1.42549,1.4428,1.4083
2011-05-27,1.41155,1.4286,1.3947
2011-05-26,1.40728,0.0,0.0
2011-05-25,1.40683,0.0,0.0
2011-05-24,1.40932,0.0,0.0
2011-05-23,1.41957,1.4371,1.4023
2011-05-20,1.42642,0.0,0.0
2011-05-19,1.4222,1.4379,1.4067
2011-05-18,1.41582,1.4321,1.3997
2011-05-17,1.41259,0.0,0.0
2011-05-16,1.41516,0.0,0.0
2011-05-13,1.42616,0.0,0.0
2011-05-12,1.43476,1.4513,1.4184
2011-05-11,1.43577,1.4533,1.4185
2011-05-10,1.4351,1.4528,1.4177
2011-05-09,1.44772,1.4653,1.4304
2011-05-06,1.47888,1.4973,1.4607
2011-05-05,1.48314,1.4997,1.4668
2011-05-04,1.48204,0.0,0.0
2011-05-03,1.48213,0.0,0.0
2011-05-02,1.4814,0.0,0.0
2011-04-29,1.47736,1.495,1.4599
2011-04-28,1.46488,0.0,0.0
2011-04-27,1.45856,1.476,1.4414
2011-04-26,1.45705,0.0,0.0
2011-04-25,1.45666,1.4748,1.4387
2011-04-22,1.4525,0.0,0.0
2011-04-21,1.43859,1.4565,1.4209
2011-04-20,1.42887,1.4464,1.4116
2011-04-19,1.4362,1.452,1.4205
2011-04-18,1.44397,0.0,0.0
2011-04-15,1.44653,0.0,0.0
2011-04-14,1.44664,1.4638,1.4296
2011-04-13,1.44483,0.0,0.0
2011-04-12,1.44598,0.0,0.0
2011-04-11,1.44062,0.0,0.0
2011-04-08,1.42939,1.4462,1.4128
2011-04-07,1.42535,1.4417,1.4092
2011-04-06,1.42092,1.4373,1.4047
2011-04-05,1.42297,0.0,0.0
2011-04-04,1.42113,0.0,0.0
2011-04-01,1.41419,0.0,0.0
2011-03-31,1.40959,0.0,0.0
2011-03-30,1.40809,0.0,0.0
2011-03-29,1.40711,0.0,0.0
2011-03-28,1.4096,1.4267,1.3927
2011-03-25,1.41362,1.4293,1.3981
2011-03-24,1.41817,0.0,0.0
2011-03-23,1.42051,1.4365,1.4047
2011-03-22,1.41824,1.4353,1.4014
2011-03-21,1.41064,1.4277,1.3938
2011-03-18,1.39624,0.0,0.0
2011-03-17,1.39505,1.4105,1.3798
2011-03-16,1.39503,1.4104,1.3798
2011-03-15,1.3937,0.0,0.0
2011-03-14,1.38895,1.4057,1.3724
2011-03-11,1.38682,1.4036,1.3702
2011-03-10,1.39138,1.4074,1.3755
2011-03-09,1.39575,1.4123,1.3794
2011-03-08,1.39892,0.0,0.0
2011-03-07,1.39481,0.0,0.0
2011-03-04,1.38572,1.4018,1.3698
2011-03-03,1.38091,0.0,0.0
2011-03-02,1.38034,1.3965,1.3643
2011-03-01,1.37723,0.0,0.0
2011-02-28,1.37603,1.3922,1.3601
2011-02-25,1.37498,0.0,0.0
2011-02-24,1.36839,1.3843,1.3526
2011-02-23,1.36498,1.3807,1.3495
2011-02-22,1.36862,1.3847,1.3527
2011-02-21,1.36525,1.3805,1.3502
2011-02-18,1.35601,1.3725,1.3397
2011-02-17,1.35184,1.3669,1.337
2011-02-16,1.35034,1.366,1.3349
2011-02-15,1.3517,1.3674,1.3362
2011-02-14,1.35886,1.3754,1.3425
2011-02-11,1.36612,0.0,0.0
2011-02-10,1.3647,1.3803,1.3493
2011-02-09,1.36075,1.3763,1.3454
2011-02-08,1.36457,0.0,0.0
2011-02-07,1.36457,0.0,0.0
2011-02-04,1.3777,0.0,0.0
2011-02-03,1.37947,1.396,1.3631
2011-02-02,1.37063,0.0,0.0
2011-02-01,1.36298,1.3782,1.348
2011-01-31,1.3647,0.0,0.0
2011-01-28,1.36999,0.0,0.0
2011-01-27,1.367,1.3831,1.3511
2011-01-26,1.36291,1.3787,1.3473
2011-01-25,1.36103,1.3771,1.3451
2011-01-24,1.35587,1.3715,1.3404
2011-01-21,1.34586,0.0,0.0
2011-01-20,1.34148,1.3565,1.3266
2011-01-19,1.33366,0.0,0.0
2011-01-18,1.33427,1.3504,1.3183
2011-01-17,1.33193,1.3485,1.3155
2011-01-14,1.31257,0.0,0.0
2011-01-13,1.29948,1.3152,1.284
2011-01-12,1.29349,0.0,0.0
2011-01-11,1.29109,0.0,0.0
2011-01-10,1.29838,0.0,0.0
2011-01-07,1.31572,0.0,0.0
2011-01-06,1.32824,0.0,0.0
2011-01-05,1.33425,1.3498,1.3189
2011-01-04,1.33457,0.0,0.0
2011-01-03,1.33311,1.3484,1.318
2010-12-31,1.32085,0.0,0.0
2010-12-30,1.31603,1.3324,1.2999
2010-12-29,1.31746,1.3335,1.3016
2010-12-28,1.31307,1.3295,1.2969
2010-12-27,1.31153,1.3276,1.2957
2010-12-24,1.31093,1.3265,1.2955
2010-12-23,1.31279,0.0,0.0
2010-12-22,1.31465,1.3299,1.2995
2010-12-21,1.31635,0.0,0.0
2010-12-20,1.32,1.3365,1.3037
2010-12-17,1.32629,0.0,0.0
2010-12-16,1.3358,0.0,0.0
2010-12-15,1.33514,0.0,0.0
2010-12-14,1.3248,1.3399,1.3098
2010-12-13,1.32374,0.0,0.0
2010-12-10,1.32481,0.0,0.0
2010-12-09,1.32721,1.3422,1.3124
2010-12-08,1.33302,1.3477,1.3185
2010-12-07,1.33607,1.3521,1.3202
2010-12-06,1.33146,0.0,0.0
2010-12-03,1.31154,0.0,0.0
2010-12-02,1.30591,0.0,0.0
2010-12-01,1.31128,0.0,0.0
2010-11-30,1.32136,0.0,0.0
2010-11-29,1.32817,1.3431,1.3134
2010-11-26,1.33508,0.0,0.0
2010-11-25,1.34275,1.3587,1.327
2010-11-24,1.35935,0.0,0.0
2010-11-23,1.36915,0.0,0.0
2010-11-22,1.36472,0.0,0.0
2010-11-19,1.35654,1.3728,1.3405
2010-11-18,1.35321,1.3689,1.3377
2010-11-17,1.36051,1.3768,1.3444
2010-11-16,1.36679,1.3826,1.3511
2010-11-15,1.37074,1.3875,1.3542
2010-11-12,1.37491,1.3905,1.3595
2010-11-11,1.38117,0.0,0.0
2010-11-10,1.39115,1.4076,1.3749
2010-11-09,1.39852,1.4144,1.3828
2010-11-08,1.409,0.0,0.0
2010-11-05,1.41291,1.4297,1.3963
2010-11-04,1.4009,0.0,0.0
2010-11-03,1.39576,1.4119,1.3798
2010-11-02,1.39465,1.4102,1.3793
2010-11-01,1.39205,0.0,0.0
2010-10-29,1.38433,0.0,0.0
2010-10-28,1.38373,1.3991,1.3685
2010-10-27,1.39478,1.4103,1.3794
2010-10-26,1.39926,0.0,0.0
2010-10-25,1.39625,1.4121,1.3805
2010-10-22,1.39342,1.4095,1.3775
2010-10-21,1.38628,0.0,0.0
2010-10-20,1.38778,0.0,0.0
2010-10-19,1.39445,1.4111,1.378
2010-10-18,1.40161,0.0,0.0
2010-10-15,1.40323,0.0,0.0
2010-10-14,1.39207,1.4076,1.3767
2010-10-13,1.38763,1.404,1.3715
2010-10-12,1.39303,1.4103,1.376
2010-10-11,1.39188,0.0,0.0
2010-10-08,1.39188,1.408,1.376
2010-10-07,1.38445,1.4014,1.3677
2010-10-06,1.37535,0.0,0.0
2010-10-05,1.37377,1.3907,1.3571
2010-10-04,1.37317,1.3897,1.3568
2010-10-01,1.36194,1.3785,1.3456
2010-09-30,1.35699,1.3728,1.3413
2010-09-29,1.3488,1.3645,1.3333
2010-09-28,1.34774,0.0,0.0
2010-09-27,1.34374,0.0,0.0
2010-09-24,1.33538,1.3517,1.3193
2010-09-23,1.32739,0.0,0.0
2010-09-22,1.31143,0.0,0.0
2010-09-21,1.30672,1.3212,1.2924
2010-09-20,1.30537,0.0,0.0
2010-09-17,1.30348,1.3197,1.2875
2010-09-16,1.29636,0.0,0.0
2010-09-15,1.28903,1.305,1.2733
2010-09-14,1.27777,1.292,1.2637
2010-09-13,1.26947,0.0,0.0
2010-09-10,1.27119,0.0,0.0
2010-09-09,1.27269,1.288,1.2575
2010-09-08,1.27989,1.2945,1.2654
2010-09-07,1.28885,1.3047,1.2732
2010-09-06,1.28649,1.3011,1.272
2010-09-03,1.28016,1.2952,1.2653
2010-09-02,1.27434,1.2888,1.2601
2010-09-01,1.26891,1.2846,1.2535
2010-08-31,1.27239,1.2877,1.2573
2010-08-30,1.27443,1.2902,1.2588
2010-08-27,1.26886,0.0,0.0
2010-08-26,1.26512,0.0,0.0
2010-08-25,1.26639,1.2806,1.2523
2010-08-24,1.26985,1.2852,1.2547
2010-08-23,1.2755,0.0,0.0
2010-08-20,1.28423,1.2992,1.2695
2010-08-19,1.28691,1.3029,1.2711
2010-08-18,1.28512,0.0,0.0
2010-08-17,1.2793,0.0,0.0
2010-08-16,1.27921,0.0,0.0
2010-08-13,1.2899,1.3051,1.2749
2010-08-12,1.30439,0.0,0.0
2010-08-11,1.3189,0.0,0.0
2010-08-10,1.32649,0.0,0.0
2010-08-09,1.32389,0.0,0.0
2010-08-06,1.31784,1.3336,1.3023
2010-08-05,1.31979,1.336,1.3038
2010-08-04,1.31799,1.3332,1.3029
2010-08-03,1.30928,0.0,0.0
2010-08-02,1.30562,1.3219,1.2895
2010-07-30,1.304,0.0,0.0
2010-07-29,1.29995,1.3153,1.2848
2010-07-28,1.29774,0.0,0.0
2010-07-27,1.29325,0.0,0.0
2010-07-26,1.2887,1.3033,1.2743
2010-07-23,1.28433,1.2995,1.2694
2010-07-22,1.28629,1.3013,1.2715
2010-07-21,1.29317,1.3086,1.2779
2010-07-20,1.29403,1.31,1.2783
2010-07-19,1.28937,1.305,1.2739
2010-07-16,1.27908,0.0,0.0
2010-07-15,1.26893,1.2832,1.2549
2010-07-14,1.2611,0.0,0.0
2010-07-13,1.26037,0.0,0.0
2010-07-12,1.26489,0.0,0.0
2010-07-09,1.26416,1.279,1.2495
2010-07-08,1.25999,1.2749,1.2452
2010-07-07,1.25735,0.0,0.0
2010-07-06,1.2546,0.0,0.0
2010-07-05,1.24882,1.2628,1.235
2010-07-02,1.23214,1.2471,1.2173
2010-07-01,1.22332,0.0,0.0
2010-06-30,1.22543,1.2394,1.2117
2010-06-29,1.23476,1.2485,1.2212
2010-06-28,1.23496,0.0,0.0
2010-06-25,1.23021,1.2454,1.2152
2010-06-24,1.22798,1.2415,1.2146
2010-06-23,1.23261,1.2468,1.2186
2010-06-22,1.23891,0.0,0.0
2010-06-21,1.23748,0.0,0.0
2010-06-18,1.23314,1.2471,1.2194
2010-06-17,1.22931,1.2437,1.2151
2010-06-16,1.2255,1.2408,1.2104
2010-06-15,1.21853,1.2323,1.2049
2010-06-14,1.20975,0.0,0.0
2010-06-11,1.20419,0.0,0.0
2010-06-10,1.19749,1.2124,1.1828
2010-06-09,1.19454,0.0,0.0
2010-06-08,1.19514,1.2083,1.1821
2010-06-07,1.20662,1.2205,1.1929
2010-06-04,1.2233,1.2383,1.2084
2010-06-03,1.22239,0.0,0.0
2010-06-02,1.22535,1.2404,1.2105
2010-06-01,1.22911,1.2445,1.214
2010-05-31,1.2282,1.2418,1.2148
2010-05-28,1.22868,1.243,1.2145
2010-05-27,1.22626,1.2413,1.2114
2010-05-26,1.23166,1.2468,1.2167
2010-05-25,1.24753,1.263,1.2323
2010-05-24,1.25125,1.2666,1.2361
2010-05-21,1.23473,1.2486,1.221
2010-05-20,1.22983,1.2448,1.215
2010-05-19,1.23436,0.0,0.0
2010-05-18,1.23389,1.2475,1.2204
2010-05-17,1.24468,0.0,0.0
2010-05-14,1.26197,0.0,0.0
2010-05-13,1.26761,1.2828,1.2526
2010-05-12,1.27863,0.0,0.0
2010-05-11,1.28591,1.3001,1.2719
2010-05-10,1.27609,1.2914,1.261
2010-05-07,1.27997,0.0,0.0
2010-05-06,1.29732,1.3124,1.2824
2010-05-05,1.314,0.0,0.0
2010-05-04,1.3249,0.0,0.0
2010-05-03,1.32767,1.3439,1.3116
2010-04-30,1.32197,0.0,0.0
2010-04-29,1.32314,1.3381,1.3084
2010-04-28,1.33148,1.3469,1.3162
2010-04-27,1.33564,1.3517,1.3197
2010-04-26,1.33674,1.3519,1.3218
2010-04-23,1.3368,0.0,0.0
2010-04-22,1.34301,0.0,0.0
2010-04-21,1.34632,0.0,0.0
2010-04-20,1.34708,1.3625,1.3318
2010-04-19,1.3526,1.3675,1.3379
2010-04-16,1.36005,0.0,0.0
2010-04-15,1.36221,1.378,1.3466
2010-04-14,1.35951,0.0,0.0
2010-04-13,1.35651,0.0,0.0
2010-04-12,1.34362,1.3592,1.3282
2010-04-09,1.33425,0.0,0.0
2010-04-08,1.33783,0.0,0.0
2010-04-07,1.34321,1.3588,1.3278
2010-04-06,1.34922,1.3657,1.3329
2010-04-05,1.35098,1.3659,1.3363
2010-04-02,1.3512,0.0,0.0
2010-04-01,1.34747,1.3642,1.3309
2010-03-31,1.34587,0.0,0.0
2010-03-30,1.34472,0.0,0.0
2010-03-29,1.33861,1.3553,1.3221
2010-03-26,1.33393,1.3495,1.3185
2010-03-25,1.34208,1.3573,1.327
2010-03-24,1.35195,1.3687,1.3354
2010-03-23,1.35275,1.3678,1.3379
2010-03-22,1.35737,1.3736,1.3414
2010-03-19,1.3695,0.0,0.0
2010-03-18,1.37502,1.3915,1.3587
2010-03-17,1.37153,0.0,0.0
2010-03-16,1.37257,1.3894,1.3559
2010-03-15,1.37271,1.388,1.3576
2010-03-12,1.36422,1.3796,1.3491
2010-03-11,1.36056,1.3762,1.3451
2010-03-10,1.36142,0.0,0.0
2010-03-09,1.3643,1.3794,1.3494
2010-03-08,1.36272,1.3783,1.3474
2010-03-05,1.36424,1.3808,1.3479
2010-03-04,1.36199,0.0,0.0
2010-03-03,1.35578,0.0,0.0
2010-03-02,1.35895,1.3749,1.3432
2010-03-01,1.35835,1.374,1.3429
2010-02-26,1.35178,1.3681,1.3356
2010-02-25,1.35587,1.3724,1.3395
2010-02-24,1.35899,0.0,0.0
2010-02-23,1.36107,0.0,0.0
2010-02-22,1.36028,0.0,0.0
2010-02-19,1.36239,1.379,1.346
2010-02-18,1.36941,0.0,0.0
2010-02-17,1.36599,1.3825,1.3496
2010-02-16,1.36147,0.0,0.0
2010-02-15,1.36667,1.3833,1.3503
2010-02-12,1.37416,1.391,1.3575
2010-02-11,1.37457,1.3913,1.358
2010-02-10,1.36989,1.3853,1.3547
2010-02-09,1.36727,1.3841,1.3506
2010-02-08,1.37398,1.3908,1.3573
2010-02-05,1.38878,0.0,0.0
2010-02-04,1.39494,1.4108,1.3793
2010-02-03,1.39203,1.4093,1.3749
2010-02-02,1.38818,1.404,1.3725
2010-02-01,1.39169,0.0,0.0
2010-01-29,1.40238,1.4193,1.3856
2010-01-28,1.40781,1.4234,1.3924
2010-01-27,1.41251,0.0,0.0
2010-01-26,1.41506,0.0,0.0
2010-01-25,1.41222,0.0,0.0
2010-01-22,1.41272,0.0,0.0
2010-01-21,1.42473,0.0,0.0
2010-01-20,1.43575,1.4526,1.4191
2010-01-19,1.43772,1.4552,1.4205
2010-01-18,1.44312,1.4597,1.4268
2010-01-15,1.45092,1.467,1.435
2010-01-14,1.45008,1.4669,1.4334
2010-01-13,1.44995,1.4671,1.433
2010-01-12,1.44694,1.4631,1.4309
2010-01-11,1.4394,0.0,0.0
2010-01-08,1.43857,0.0,0.0
2010-01-07,1.43857,0.0,0.0
2010-01-06,1.43934,1.4556,1.4233
2010-01-05,1.4339,1.4507,1.4173
2010-01-04,1.43332,1.45,1.4168
2010-01-01,1.43556,1.4532,1.4181
2009-12-31,1.43529,1.4529,1.4179
2009-12-30,1.43886,0.0,0.0
2009-12-29,1.43886,1.4548,1.4231
2009-12-28,1.43783,1.455,1.4208
2009-12-25,1.43287,0.0,0.0
2009-12-24,1.42805,1.4456,1.4107
2009-12-23,1.43002,1.4464,1.4138
2009-12-22,1.43297,1.4496,1.4165
2009-12-21,1.43613,1.4533,1.4192
2009-12-18,1.44588,1.4622,1.4298
2009-12-17,1.45638,0.0,0.0
2009-12-16,1.46101,1.4786,1.4437
2009-12-15,1.46358,1.4808,1.4465
2009-12-14,1.46567,1.4836,1.4479
2009-12-11,1.47254,0.0,0.0
2009-12-10,1.47494,1.4932,1.4569
2009-12-09,1.4815,1.4992,1.464
2009-12-08,1.48492,1.5032,1.4669
2009-12-07,1.49401,1.5123,1.476
2009-12-04,1.50865,1.5259,1.4916
2009-12-03,1.50679,0.0,0.0
2009-12-02,1.50425,1.5226,1.4861
2009-12-01,1.50145,1.5197,1.4834
2009-11-30,1.50223,1.5202,1.4845
2009-11-27,1.50579,0.0,0.0
2009-11-26,1.5001,1.5185,1.4819
2009-11-25,1.49482,1.5125,1.4774
2009-11-24,1.49154,1.5091,1.4742
2009-11-23,1.48794,1.5046,1.4715
2009-11-20,1.49096,1.5092,1.4729
2009-11-19,1.49184,0.0,0.0
2009-11-18,1.49361,0.0,0.0
2009-11-17,1.49397,0.0,0.0
2009-11-16,1.49224,0.0,0.0
2009-11-13,1.49649,1.5151,1.4782
2009-11-12,1.49923,1.5158,1.4828
2009-11-11,1.49724,1.5157,1.479
2009-11-10,1.49142,0.0,0.0
2009-11-09,1.48535,0.0,0.0
2009-11-06,1.48224,0.0,0.0
2009-11-05,1.47548,1.4935,1.4576
2009-11-04,1.47404,1.4912,1.4571
2009-11-03,1.47446,1.4928,1.4563
2009-11-02,1.4731,1.491,1.4555
2009-10-30,1.47693,0.0,0.0
2009-10-29,1.48117,1.4995,1.4631
2009-10-28,1.49046,1.5087,1.4724
2009-10-27,1.49971,0.0,0.0
2009-10-26,1.50038,1.5184,1.4826
2009-10-23,1.49825,1.5148,1.4818
2009-10-22,1.49574,1.5144,1.4773
2009-10-21,1.49402,0.0,0.0
2009-10-20,1.49107,0.0,0.0
2009-10-19,1.49157,1.5094,1.474
2009-10-16,1.49152,1.5101,1.4731
2009-10-15,1.48567,1.5037,1.4679
2009-10-14,1.47824,1.4964,1.4603
2009-10-13,1.47382,1.4907,1.4571
2009-10-12,1.47402,0.0,0.0
2009-10-09,1.47333,0.0,0.0
2009-10-08,1.47032,1.4865,1.4543
2009-10-07,1.46805,1.4857,1.4506
2009-10-06,1.46108,1.4787,1.4436
2009-10-05,1.4582,0.0,0.0
2009-10-02,1.45992,1.4764,1.4437
2009-10-01,1.46117,1.4793,1.4433
